User_id,Extension,TipoMov,fecha
71,-2,0,2023-05-04 09:50:59
71,4,1,2023-05-17 06:50:53
71,-10,0,2023-05-19 20:59:34
71,2,1,2023-05-22 15:15:28
71,-9,0,2023-05-31 01:43:42
71,9,1,2023-06-05 07:42:34
71,0,0,2023-06-07 07:40:45
71,3,1,2023-06-10 13:29:19
71,-8,0,2023-06-15 20:48:07
71,3,1,2023-06-16 15:14:49
71,0,0,2023-06-19 01:31:54
71,-7,1,2023-06-19 07:35:03
71,9,0,2023-06-24 11:41:18
71,-4,1,2023-06-24 15:16:44
71,9,0,2023-06-25 05:42:44
71,-2,1,2023-07-11 09:32:18
71,-1,0,2023-07-16 02:20:10
71,-3,1,2023-07-27 06:30:27
71,-8,0,2023-07-29 10:36:34
71,1,1,2023-08-01 02:20:51
71,-3,0,2023-08-12 05:19:54
71,-1,1,2023-08-14 21:33:08
71,0,0,2023-08-20 01:08:07
71,-1,1,2023-08-21 06:46:47
71,3,0,2023-08-30 07:27:13
71,-6,1,2023-08-30 12:39:26
71,3,0,2023-09-16 14:16:29
71,-10,1,2023-09-24 11:35:46
71,1,0,2023-09-26 08:35:36
71,-7,1,2023-09-27 13:34:40
71,-3,0,2023-10-11 21:24:44
71,-9,1,2023-10-17 07:43:18
71,2,0,2023-10-24 01:02:55
71,4,1,2023-10-27 12:42:52
71,0,0,2023-11-01 08:33:57
71,-6,1,2023-11-09 00:52:10
71,-8,0,2023-11-18 15:43:18
71,9,1,2023-11-21 10:20:41
71,1,0,2023-11-22 15:34:13
71,-4,1,2023-11-24 06:36:40
71,6,0,2023-11-24 10:38:29
71,-8,1,2023-11-29 14:42:01
71,-8,0,2023-11-29 19:21:42
71,-1,1,2023-12-03 14:29:39
71,5,0,2023-12-08 06:04:45
71,-6,1,2023-12-11 08:16:14
71,-5,0,2023-12-21 07:19:41
71,-10,1,2023-12-23 21:39:17
71,1,0,2023-12-26 22:22:02
71,9,1,2024-01-03 22:46:56
71,-8,0,2024-01-04 06:08:33
71,6,1,2024-01-22 05:50:07
71,1,0,2024-01-29 00:08:47
71,6,1,2024-01-30 10:17:32
71,8,0,2024-02-18 04:59:47
71,6,1,2024-02-19 21:32:29
71,9,0,2024-02-25 20:30:44
71,-6,1,2024-02-26 12:03:08
71,1,0,2024-03-09 02:12:24
71,-2,1,2024-03-25 15:55:47
71,8,0,2024-04-04 22:31:36
71,-4,1,2024-04-08 02:49:42
71,-3,0,2024-04-10 09:38:02
71,-5,1,2024-04-12 01:27:31
71,-4,0,2024-04-14 07:51:26
71,-9,1,2024-04-29 19:49:14
71,4,0,2024-05-10 17:26:12
71,1,1,2024-05-16 18:29:04
71,-4,0,2024-05-18 23:15:32
71,7,1,2024-05-23 23:08:47
71,4,0,2024-05-28 23:24:11
71,-9,1,2024-05-31 06:24:21
71,-2,0,2024-06-07 15:05:13
71,-7,1,2024-06-07 23:17:02
71,-8,0,2024-06-09 12:40:54
71,-8,1,2024-06-09 15:31:57
71,0,0,2024-06-14 17:41:32
71,-8,1,2024-06-16 15:12:57
71,-2,0,2024-06-18 15:44:20
71,1,1,2024-06-22 02:02:33
71,-8,0,2024-07-01 17:04:20
71,-2,1,2024-07-06 02:21:24
71,7,0,2024-07-08 19:13:57
71,-9,1,2024-07-10 04:04:37
71,-8,0,2024-07-15 16:41:09
71,0,1,2024-07-19 03:24:38
71,-10,0,2024-07-26 07:56:15
71,9,1,2024-07-27 01:08:47
71,1,0,2024-08-01 23:32:44
71,5,1,2024-08-09 11:25:25
71,5,0,2024-08-13 08:49:10
71,-9,1,2024-08-18 18:26:57
71,3,0,2024-08-27 00:17:40
71,-3,1,2024-08-29 21:53:59
71,9,0,2024-08-31 13:58:03
71,-5,1,2024-09-05 08:55:15
71,-7,0,2024-09-05 18:48:41
71,1,1,2024-09-11 10:27:21
71,8,0,2024-09-20 22:11:21
71,-4,1,2024-09-23 23:21:11
71,-1,0,2024-09-24 02:28:31
71,7,1,2024-09-24 08:46:28
71,4,0,2024-09-28 23:43:30
72,-6,1,2023-01-05 18:42:13
72,-7,0,2023-01-14 06:07:39
72,8,1,2023-01-18 15:31:40
72,-5,0,2023-02-01 15:13:17
72,-10,1,2023-02-02 07:33:45
72,2,0,2023-02-07 04:19:38
72,-3,1,2023-02-15 08:40:56
72,1,0,2023-02-15 15:02:48
72,-1,1,2023-02-15 20:14:36
72,7,0,2023-02-18 07:59:28
72,-6,1,2023-02-24 07:38:46
72,-8,0,2023-02-26 16:49:01
72,-7,1,2023-02-27 04:04:40
72,-7,0,2023-02-27 19:42:45
72,7,1,2023-03-27 03:02:03
72,-4,0,2023-03-29 08:46:07
72,-4,1,2023-04-02 11:24:42
72,3,0,2023-04-07 04:01:59
72,-9,1,2023-04-12 02:50:43
72,-5,0,2023-04-17 14:28:30
72,-10,1,2023-05-02 12:25:56
72,5,0,2023-05-10 06:46:27
72,1,1,2023-05-16 20:58:25
72,-10,0,2023-05-16 23:03:10
72,4,1,2023-05-20 09:42:32
72,-7,0,2023-05-30 02:53:01
72,9,1,2023-06-04 06:34:47
72,-6,0,2023-06-05 00:11:58
72,-7,1,2023-06-06 14:52:00
72,-1,0,2023-06-06 20:10:12
72,9,1,2023-06-08 00:24:56
72,-9,0,2023-06-15 11:31:06
72,-1,1,2023-06-21 21:24:37
72,-5,0,2023-06-25 23:47:14
72,2,1,2023-07-04 20:41:52
72,0,0,2023-07-08 17:31:09
72,-6,1,2023-07-09 13:06:17
72,-9,0,2023-07-09 18:21:39
72,7,1,2023-07-13 09:50:57
72,8,0,2023-07-13 22:45:18
72,-5,1,2023-07-23 07:30:29
72,4,0,2023-07-23 11:15:08
72,-2,1,2023-08-04 13:13:49
72,-1,0,2023-08-09 08:16:13
72,6,1,2023-08-11 16:00:26
72,6,0,2023-08-24 23:07:22
72,-7,1,2023-08-26 00:43:43
72,9,0,2023-08-27 11:39:58
72,-5,1,2023-09-08 20:08:36
72,6,0,2023-09-10 03:58:32
72,8,1,2023-09-12 22:21:50
72,-9,0,2023-09-14 06:37:58
72,9,1,2023-09-17 15:17:01
72,-2,0,2023-09-19 17:17:08
72,-7,1,2023-09-22 21:01:05
72,3,0,2023-09-25 01:28:00
72,-6,1,2023-09-26 16:18:19
72,9,0,2023-09-29 15:47:40
72,-4,1,2023-10-04 01:47:59
72,0,0,2023-10-09 10:42:17
72,4,1,2023-10-11 02:04:01
72,-7,0,2023-10-17 03:29:04
72,6,1,2023-10-31 01:10:23
72,1,0,2023-11-04 19:29:08
72,6,1,2023-11-06 09:15:43
72,7,0,2023-11-13 10:28:07
72,-6,1,2023-11-13 12:46:34
72,5,0,2023-11-14 10:36:57
72,-1,1,2023-11-14 11:35:18
72,-4,0,2023-11-22 17:31:23
72,-3,1,2023-11-23 22:33:17
72,1,0,2023-11-25 07:14:46
72,-6,1,2023-12-04 19:10:06
72,-10,0,2023-12-06 07:56:26
72,-7,1,2023-12-07 20:24:52
72,-8,0,2023-12-20 13:06:41
72,0,1,2024-01-01 02:23:50
72,5,0,2024-01-14 17:21:08
72,-4,1,2024-01-16 21:54:41
72,-8,0,2024-01-18 08:17:52
72,-3,1,2024-01-25 13:51:22
72,-6,0,2024-01-31 18:31:04
72,-3,1,2024-02-01 13:41:27
72,4,0,2024-02-01 23:37:46
72,-10,1,2024-02-05 23:35:45
72,3,0,2024-02-08 07:47:59
72,5,1,2024-02-08 11:18:45
72,-9,0,2024-02-18 14:15:23
72,2,1,2024-02-18 16:20:05
72,5,0,2024-02-27 08:32:43
72,1,1,2024-03-04 01:40:59
72,3,0,2024-03-05 02:29:42
72,5,1,2024-03-05 18:55:23
72,-1,0,2024-03-09 17:24:21
72,4,1,2024-03-11 17:47:03
72,2,0,2024-03-18 19:33:59
72,8,1,2024-03-19 12:34:45
72,2,0,2024-03-20 16:12:19
72,-5,1,2024-03-20 22:15:14
72,-6,0,2024-03-20 23:38:23
72,9,1,2024-04-01 18:57:22
72,-1,0,2024-04-04 03:30:09
72,5,1,2024-04-05 02:27:33
72,-4,0,2024-04-09 03:56:43
72,3,1,2024-04-13 04:02:26
72,5,0,2024-04-23 05:04:30
72,6,1,2024-04-25 20:48:24
72,0,0,2024-05-05 12:17:06
72,-9,1,2024-05-19 10:28:40
72,3,0,2024-05-21 11:23:46
72,4,1,2024-05-22 09:05:54
72,1,0,2024-05-27 16:16:24
72,-5,1,2024-05-30 06:09:22
72,4,0,2024-05-30 20:56:34
72,2,1,2024-06-02 20:57:21
72,6,0,2024-06-10 18:11:46
72,1,1,2024-06-14 16:47:26
72,7,0,2024-06-19 00:31:47
72,3,1,2024-06-21 16:52:47
72,-5,0,2024-06-26 15:27:56
72,-1,1,2024-07-03 14:22:46
72,-3,0,2024-07-05 01:50:36
72,-2,1,2024-07-06 10:03:25
72,-8,0,2024-07-07 16:57:10
72,4,1,2024-07-08 00:45:18
72,-9,0,2024-07-09 04:52:11
72,0,1,2024-07-10 07:21:21
72,-2,0,2024-07-17 19:39:48
72,3,1,2024-07-25 04:35:29
72,-10,0,2024-07-26 19:17:42
72,6,1,2024-07-27 05:06:50
72,2,0,2024-08-04 13:45:21
72,-9,1,2024-08-10 13:00:07
72,-8,0,2024-08-16 12:05:31
72,1,1,2024-08-20 07:04:13
72,5,0,2024-08-22 09:24:48
72,-6,1,2024-09-07 00:09:53
72,0,0,2024-09-10 00:55:27
72,-3,1,2024-09-22 10:00:33
72,9,0,2024-09-26 18:03:45
72,1,1,2024-09-27 12:46:21
72,0,0,2024-09-28 13:33:42
72,-10,1,2024-09-30 03:34:51
73,-5,0,2023-01-04 16:15:52
73,-5,1,2023-01-12 06:09:54
73,8,0,2023-01-12 23:37:14
73,1,1,2023-01-13 14:26:28
73,4,0,2023-01-18 00:41:18
73,-1,1,2023-01-20 15:50:01
73,2,0,2023-01-22 00:56:50
73,8,1,2023-01-25 00:43:40
73,8,0,2023-01-28 04:51:21
73,6,1,2023-02-05 08:53:47
73,-9,0,2023-02-06 11:19:58
73,-4,1,2023-02-08 10:33:26
73,0,0,2023-02-08 14:30:54
73,1,1,2023-02-12 20:56:09
73,-4,0,2023-02-20 11:26:20
73,8,1,2023-03-13 11:54:52
73,1,0,2023-03-17 23:30:02
73,9,1,2023-03-19 17:09:06
73,0,0,2023-03-29 14:08:37
73,-10,1,2023-03-29 15:35:08
73,4,0,2023-04-02 01:09:03
73,-4,1,2023-04-03 17:29:01
73,-7,0,2023-04-11 22:45:56
73,4,1,2023-04-15 04:33:55
73,0,0,2023-04-22 11:57:07
73,6,1,2023-04-24 17:51:00
73,-4,0,2023-05-14 23:34:14
73,3,1,2023-05-15 18:05:45
73,-10,0,2023-05-28 16:37:16
73,5,1,2023-05-29 03:15:11
73,1,0,2023-05-29 20:13:48
73,-2,1,2023-06-14 04:31:12
73,-5,0,2023-06-20 06:34:57
73,3,1,2023-06-22 10:42:20
73,8,0,2023-06-25 07:43:35
73,-8,1,2023-07-07 23:49:58
73,9,0,2023-07-08 14:56:25
73,-10,1,2023-07-09 04:36:46
73,-6,0,2023-07-21 14:13:06
73,-10,1,2023-07-24 08:42:43
73,9,0,2023-07-27 14:10:34
73,4,1,2023-07-29 09:53:09
73,-3,0,2023-07-30 02:12:56
73,3,1,2023-08-02 01:40:46
73,-7,0,2023-08-04 22:24:12
73,-9,1,2023-08-20 06:19:11
73,3,0,2023-09-05 05:22:43
73,-6,1,2023-09-29 18:56:17
73,1,0,2023-10-22 14:49:41
73,8,1,2023-11-19 00:04:13
73,3,0,2023-11-19 23:50:20
73,-7,1,2023-11-21 16:00:53
73,-1,0,2023-11-23 19:46:40
73,-1,1,2023-11-24 20:24:50
73,9,0,2023-11-26 16:51:57
73,-9,1,2023-11-30 14:18:57
73,3,0,2023-12-01 16:39:20
73,-1,1,2023-12-03 01:47:57
73,5,0,2023-12-03 17:45:05
73,0,1,2023-12-06 00:27:11
73,-5,0,2023-12-06 04:24:45
73,-4,1,2023-12-07 02:33:06
73,1,0,2023-12-10 21:14:08
73,6,1,2023-12-12 07:10:24
73,-2,0,2023-12-14 20:24:29
73,-10,1,2023-12-21 22:49:57
73,7,0,2023-12-29 01:47:36
73,2,1,2024-01-05 00:44:27
73,2,0,2024-01-10 05:18:17
73,1,1,2024-01-10 17:17:05
73,-2,0,2024-01-12 23:07:08
73,8,1,2024-01-13 08:22:23
73,3,0,2024-01-16 03:43:07
73,4,1,2024-01-17 11:55:36
73,-6,0,2024-01-18 01:38:28
73,-6,1,2024-01-24 16:38:27
73,-6,0,2024-01-28 10:51:10
73,-10,1,2024-02-03 16:18:08
73,-5,0,2024-02-06 12:30:00
73,1,1,2024-02-07 13:35:08
73,-5,0,2024-02-09 09:25:36
73,-8,1,2024-02-11 09:32:26
73,3,0,2024-02-12 04:55:50
73,5,1,2024-02-27 04:02:45
73,6,0,2024-03-01 21:42:17
73,2,1,2024-03-02 09:13:44
73,-7,0,2024-03-10 06:58:39
73,0,1,2024-03-11 06:54:19
73,6,0,2024-03-13 01:45:38
73,5,1,2024-03-19 10:50:00
73,7,0,2024-03-24 04:54:02
73,4,1,2024-03-26 17:07:53
73,3,0,2024-04-01 00:02:01
73,0,1,2024-04-02 12:26:27
73,0,0,2024-04-05 16:16:18
73,-2,1,2024-04-15 07:47:27
73,6,0,2024-04-20 00:25:43
73,-9,1,2024-04-21 17:41:20
73,2,0,2024-04-22 22:53:32
73,-2,1,2024-04-23 19:59:19
73,9,0,2024-04-23 23:54:27
73,-9,1,2024-05-01 18:58:27
73,-6,0,2024-05-02 19:58:41
73,-2,1,2024-05-03 11:36:20
73,6,0,2024-05-03 14:10:37
73,-1,1,2024-05-07 10:06:28
73,-10,0,2024-05-19 00:50:33
73,-10,1,2024-05-23 15:48:29
73,-5,0,2024-05-28 18:24:17
73,4,1,2024-05-29 22:29:26
73,-7,0,2024-05-30 13:25:00
73,-8,1,2024-06-06 02:54:42
73,8,0,2024-06-13 08:44:38
73,9,1,2024-06-18 02:53:14
73,7,0,2024-06-27 15:52:38
73,-5,1,2024-07-09 23:25:45
73,-3,0,2024-07-26 23:07:06
73,-8,1,2024-08-02 16:36:58
73,2,0,2024-08-02 19:59:47
73,-7,1,2024-08-07 12:07:19
73,-5,0,2024-08-14 02:07:31
73,8,1,2024-08-14 11:33:19
73,3,0,2024-08-15 11:02:32
73,9,1,2024-08-18 05:25:51
73,8,0,2024-08-22 16:45:44
73,2,1,2024-08-25 11:44:57
73,-4,0,2024-08-27 10:29:51
73,1,1,2024-08-31 14:02:07
73,-3,0,2024-09-03 11:40:51
73,-1,1,2024-09-07 13:47:12
73,6,0,2024-09-10 11:49:10
73,0,1,2024-09-13 06:35:34
73,7,0,2024-09-14 21:13:36
73,0,1,2024-09-19 21:43:25
73,-7,0,2024-09-20 08:17:30
73,5,1,2024-09-21 22:32:00
73,-5,0,2024-09-25 21:24:35
73,-9,1,2024-09-26 10:20:25
74,-2,0,2023-01-03 00:06:26
74,-7,1,2023-01-11 21:17:46
74,8,0,2023-01-19 08:15:55
74,8,1,2023-01-28 09:33:04
74,-6,0,2023-01-28 23:01:53
74,-5,1,2023-02-01 02:38:54
74,-7,0,2023-02-10 22:17:42
74,-10,1,2023-02-11 06:03:39
74,5,0,2023-02-22 03:05:08
74,-5,1,2023-02-22 19:40:13
74,-4,0,2023-02-24 14:44:49
74,-6,1,2023-03-04 21:01:51
74,-8,0,2023-03-11 23:35:06
74,7,1,2023-03-16 12:30:50
74,8,0,2023-03-18 09:02:28
74,-8,1,2023-03-22 09:10:20
74,-9,0,2023-03-30 03:17:23
74,6,1,2023-03-31 20:48:11
74,-3,0,2023-04-03 13:05:32
74,-4,1,2023-04-06 04:49:20
74,7,0,2023-04-14 15:37:30
74,2,1,2023-04-18 20:31:32
74,0,0,2023-04-24 12:57:08
74,-5,1,2023-04-28 10:51:11
74,5,0,2023-05-02 13:44:35
74,3,1,2023-05-03 02:53:11
74,-9,0,2023-05-06 05:51:57
74,9,1,2023-05-18 07:03:02
74,7,0,2023-05-22 15:00:28
74,8,1,2023-05-26 09:57:24
74,5,0,2023-06-09 19:39:18
74,3,1,2023-06-17 21:53:24
74,-5,0,2023-06-27 16:03:17
74,9,1,2023-07-04 00:03:24
74,-3,0,2023-07-04 17:18:12
74,-5,1,2023-07-15 23:46:32
74,-2,0,2023-07-16 00:28:25
74,4,1,2023-07-16 10:36:13
74,-8,0,2023-07-16 16:09:56
74,-7,1,2023-07-18 02:33:40
74,-4,0,2023-07-23 07:26:56
74,-3,1,2023-07-26 03:33:39
74,-1,0,2023-08-05 01:47:30
74,-2,1,2023-08-09 23:58:39
74,3,0,2023-08-18 07:08:10
74,8,1,2023-08-21 12:08:14
74,3,0,2023-08-23 10:34:32
74,5,1,2023-08-24 20:11:41
74,-6,0,2023-08-29 18:49:35
74,-6,1,2023-09-01 11:35:34
74,8,0,2023-09-08 18:22:33
74,-3,1,2023-09-09 02:30:39
74,-4,0,2023-09-13 18:33:59
74,4,1,2023-09-21 16:41:25
74,-3,0,2023-09-25 10:42:38
74,6,1,2023-09-29 03:57:44
74,8,0,2023-10-04 10:36:12
74,-3,1,2023-10-05 09:51:37
74,-1,0,2023-10-06 11:05:04
74,-8,1,2023-10-09 06:24:00
74,-7,0,2023-10-10 03:43:06
74,6,1,2023-10-21 22:44:35
74,8,0,2023-11-06 17:41:07
74,7,1,2023-11-23 03:54:00
74,2,0,2023-11-25 12:01:11
74,-2,1,2023-11-28 05:04:43
74,-8,0,2023-12-02 11:43:02
74,-7,1,2023-12-03 08:08:33
74,4,0,2023-12-10 22:13:48
74,4,1,2023-12-20 04:26:36
74,-6,0,2023-12-24 06:11:18
74,-4,1,2024-01-01 16:37:20
74,6,0,2024-01-05 00:17:30
74,-5,1,2024-01-07 03:27:51
74,3,0,2024-01-07 19:23:08
74,0,1,2024-01-07 23:57:49
74,-6,0,2024-01-10 11:33:32
74,8,1,2024-01-10 16:55:27
74,-6,0,2024-01-13 08:09:04
74,-8,1,2024-01-14 11:12:47
74,-2,0,2024-01-16 19:24:08
74,9,1,2024-01-18 16:32:14
74,7,0,2024-01-20 13:13:16
74,4,1,2024-01-24 16:12:53
74,-3,0,2024-02-02 05:54:36
74,9,1,2024-02-10 12:09:40
74,5,0,2024-02-21 09:18:25
74,-1,1,2024-02-21 11:55:57
74,7,0,2024-02-28 06:16:22
74,-4,1,2024-03-05 19:48:36
74,-7,0,2024-03-07 06:13:23
74,-9,1,2024-03-07 20:02:21
74,-7,0,2024-03-09 23:10:01
74,-2,1,2024-03-10 23:45:19
74,9,0,2024-03-17 18:57:01
74,2,1,2024-03-19 17:03:43
74,-6,0,2024-03-20 04:41:43
74,2,1,2024-03-25 18:32:36
74,-8,0,2024-03-31 21:05:59
74,-1,1,2024-04-06 17:23:42
74,2,0,2024-04-09 10:32:41
74,7,1,2024-04-15 23:29:15
74,-1,0,2024-05-08 09:21:59
74,3,1,2024-05-12 14:20:21
74,-1,0,2024-05-13 07:48:21
74,-7,1,2024-05-18 09:28:57
74,-8,0,2024-05-30 15:37:48
74,1,1,2024-06-06 19:27:22
74,0,0,2024-06-29 17:30:53
74,-2,1,2024-07-03 04:46:05
74,8,0,2024-07-05 14:04:36
74,3,1,2024-07-07 07:15:44
74,-3,0,2024-07-10 20:26:23
74,8,1,2024-07-11 12:46:00
74,0,0,2024-07-12 22:45:38
74,5,1,2024-07-19 22:53:43
74,-2,0,2024-08-01 09:59:46
74,-9,1,2024-08-01 11:02:25
74,2,0,2024-08-12 18:41:26
74,-6,1,2024-08-12 23:07:24
74,-6,0,2024-08-23 21:47:57
74,8,1,2024-08-24 11:58:14
74,9,0,2024-08-25 01:22:19
74,-4,1,2024-08-25 14:54:01
74,0,0,2024-08-26 18:04:48
74,6,1,2024-09-10 12:56:28
74,-5,0,2024-09-19 03:21:47
74,5,1,2024-09-20 06:55:14
75,-2,0,2023-01-02 11:20:54
75,4,1,2023-01-04 23:46:57
75,7,0,2023-01-06 20:49:09
75,-10,1,2023-01-07 09:34:29
75,-6,0,2023-01-15 10:06:28
75,1,1,2023-01-17 18:36:10
75,0,0,2023-01-18 06:11:18
75,-5,1,2023-01-29 06:40:18
75,1,0,2023-02-01 04:06:23
75,2,1,2023-02-04 09:28:44
75,-2,0,2023-02-04 10:33:11
75,3,1,2023-02-05 13:47:27
75,-6,0,2023-02-07 20:12:33
75,8,1,2023-02-08 12:00:32
75,-3,0,2023-02-16 06:54:22
75,-9,1,2023-02-18 00:44:31
75,3,0,2023-02-20 17:24:33
75,8,1,2023-02-20 17:57:00
75,-4,0,2023-02-20 20:48:45
75,-1,1,2023-02-28 00:00:24
75,-4,0,2023-03-02 09:30:11
75,-6,1,2023-03-05 18:23:19
75,-2,0,2023-03-09 09:49:59
75,2,1,2023-03-09 12:00:11
75,8,0,2023-03-09 22:30:02
75,2,1,2023-03-13 00:07:49
75,6,0,2023-03-17 21:41:56
75,-9,1,2023-03-19 04:08:57
75,9,0,2023-03-19 08:27:40
75,4,1,2023-03-21 20:27:53
75,-5,0,2023-03-27 20:24:58
